time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,heading,cAcc,gpsFix,numSV
,(deg),(deg),(m),(m/s),(m/s),(m/s),(m),(m),(m/s),(deg),(deg),,
2022-10-16T14:33:25.60Z,46.3655024,-72.6755680,71.606,-1.42,-0.05,2.91,85.797,110.809,9.35,0.00000,71.08520,3,4
2022-10-16T14:33:25.80Z,46.3654922,-72.6755686,71.847,-1.20,-0.14,2.81,57.076,58.280,4.88,0.00000,71.09138,3,4
2022-10-16T14:33:26.00Z,46.3654760,-72.6755710,70.825,-1.59,0.04,3.03,56.629,62.852,4.35,0.00000,71.09688,3,4
2022-10-16T14:33:26.20Z,46.3654679,-72.6755833,70.096,-0.94,0.23,2.95,41.820,51.629,3.79,0.00000,71.10168,3,4
2022-10-16T14:33:26.40Z,46.3654654,-72.6755857,70.071,-1.31,0.29,3.01,35.692,45.342,3.54,0.00000,71.10617,3,4
2022-10-16T14:33:26.60Z,46.3654624,-72.6755870,69.565,-1.20,0.45,2.85,32.987,41.650,3.33,0.00000,71.11038,3,4
2022-10-16T14:33:26.80Z,46.3654507,-72.6756005,67.798,-1.11,0.21,2.79,30.459,38.466,3.17,0.00000,71.11438,3,4
2022-10-16T14:33:27.00Z,46.3654524,-72.6756054,67.851,-1.41,-0.60,2.00,28.623,35.490,3.31,234.23162,35.40910,3,4
2022-10-16T14:33:27.20Z,46.3654502,-72.6756133,66.751,-1.09,-0.30,1.77,25.744,32.566,2.57,217.73412,41.37216,3,4
2022-10-16T14:33:27.40Z,46.3654510,-72.6756185,65.873,-0.96,-0.13,1.71,22.776,29.623,2.44,203.78614,44.43609,3,4
2022-10-16T14:33:27.60Z,46.3654500,-72.6756229,64.976,-1.17,-0.14,1.61,20.527,27.293,2.36,193.53494,35.72018,3,4
2022-10-16T14:33:27.80Z,46.3654482,-72.6756285,64.229,-0.78,0.02,1.73,19.016,25.649,2.32,193.53494,35.72603,3,4
2022-10-16T14:33:28.00Z,46.3654504,-72.6756319,64.117,-0.76,-0.31,1.77,18.189,24.674,2.27,193.53494,35.73175,3,4
2022-10-16T14:33:28.20Z,46.3654592,-72.6756364,66.516,-0.57,-0.21,1.04,17.383,23.229,2.00,193.53494,35.73678,3,5
2022-10-16T14:33:28.40Z,46.3654641,-72.6756408,67.770,-0.43,-0.13,0.90,16.682,22.016,1.78,193.53494,35.74127,3,5
2022-10-16T14:33:28.60Z,46.3654710,-72.6756442,69.609,-0.28,-0.22,0.76,15.509,20.906,1.47,193.53494,35.74498,3,7
2022-10-16T14:33:28.80Z,46.3654738,-72.6756459,70.713,-0.56,-0.09,0.85,14.582,19.927,1.39,193.53494,35.74848,3,7
2022-10-16T14:33:29.00Z,46.3654788,-72.6756471,72.095,-0.47,-0.10,0.77,13.830,19.023,1.30,193.53494,35.75175,3,7
2022-10-16T14:33:29.20Z,46.3654824,-72.6756496,73.053,-0.24,-0.35,0.69,13.172,18.106,1.14,193.53494,35.75462,3,7
2022-10-16T14:33:29.40Z,46.3654814,-72.6756543,73.372,-0.46,-0.13,0.59,12.541,17.233,1.14,193.53494,35.75751,3,7
2022-10-16T14:33:29.60Z,46.3654847,-72.6756552,73.918,-0.45,-0.09,0.64,12.067,16.522,1.12,193.53494,35.76032,3,7
2022-10-16T14:33:29.80Z,46.3654867,-72.6756560,74.223,-0.46,-0.04,0.58,11.678,15.867,1.13,193.53494,35.76316,3,7
2022-10-16T14:33:30.00Z,46.3654881,-72.6756573,74.470,-0.22,-0.22,0.55,11.324,15.253,1.01,193.53494,35.76571,3,7
2022-10-16T14:33:30.20Z,46.3654892,-72.6756581,74.579,-0.24,-0.17,0.59,11.004,14.700,1.00,193.53494,35.76824,3,7
2022-10-16T14:33:30.40Z,46.3654892,-72.6756590,74.474,-0.38,-0.11,0.48,10.713,14.206,1.04,193.53494,35.77085,3,7
2022-10-16T14:33:30.60Z,46.3654879,-72.6756605,74.171,-0.26,-0.14,0.63,10.450,13.849,0.98,193.53494,35.77332,3,7
2022-10-16T14:33:30.80Z,46.3654853,-72.6756623,73.693,-0.23,-0.06,0.57,10.178,13.491,0.97,193.53494,35.77577,3,7
2022-10-16T14:33:31.00Z,46.3654827,-72.6756639,73.251,-0.51,-0.15,0.53,10.013,13.224,1.11,193.53494,35.77856,3,7
2022-10-16T14:33:31.20Z,46.3654807,-72.6756649,73.019,-0.56,-0.14,0.53,9.863,12.974,1.12,193.53494,35.78138,3,7
2022-10-16T14:33:31.40Z,46.3654779,-72.6756664,72.578,-0.50,-0.12,0.73,9.698,12.728,1.09,193.53494,35.78412,3,7
2022-10-16T14:33:31.60Z,46.3654756,-72.6756675,72.119,-0.38,-0.02,0.71,9.558,12.504,1.06,193.53494,35.78678,3,7
2022-10-16T14:33:31.80Z,46.3654733,-72.6756687,71.650,-0.40,-0.09,0.73,9.420,12.303,1.04,193.53494,35.78939,3,7
2022-10-16T14:33:32.00Z,46.3654714,-72.6756698,71.302,-0.47,-0.29,0.72,9.287,12.112,1.00,193.53494,35.79192,3,7
2022-10-16T14:33:32.20Z,46.3654694,-72.6756704,70.942,-0.62,0.00,0.75,9.169,11.930,1.07,193.53494,35.79460,3,7
2022-10-16T14:33:32.40Z,46.3654676,-72.6756708,70.659,-0.64,-0.05,0.76,9.054,11.746,1.05,193.53494,35.79724,3,7
2022-10-16T14:33:32.60Z,46.3654662,-72.6756716,70.378,-0.46,-0.18,0.78,8.948,11.580,0.99,193.53494,35.79972,3,7
2022-10-16T14:33:32.80Z,46.3654651,-72.6756722,70.107,-0.52,-0.04,0.85,8.856,11.442,1.04,193.53494,35.80233,3,7
2022-10-16T14:33:33.00Z,46.3654640,-72.6756730,69.848,-0.51,-0.24,0.87,8.771,11.316,0.99,193.53494,35.80494,3,7
2022-10-16T14:33:33.20Z,46.3654637,-72.6756737,69.720,-0.49,-0.28,0.89,8.687,11.182,0.97,193.53494,35.80760,3,7
2022-10-16T14:33:33.40Z,46.3654626,-72.6756748,69.433,-0.50,-0.18,0.93,8.609,11.068,1.00,193.53494,35.81029,3,7
2022-10-16T14:33:33.60Z,46.3654619,-72.6756757,69.202,-0.50,-0.04,0.94,8.535,10.963,1.02,193.53494,35.81298,3,7
2022-10-16T14:33:33.80Z,46.3654615,-72.6756768,69.016,-0.50,-0.16,0.85,8.455,10.860,1.00,193.53494,35.81550,3,7
2022-10-16T14:33:34.00Z,46.3654607,-72.6756786,68.765,-0.68,-0.11,0.79,8.372,10.758,1.01,193.53494,35.81813,3,7
2022-10-16T14:33:34.20Z,46.3654606,-72.6756804,68.609,-0.56,-0.19,0.75,8.291,10.656,0.98,193.53494,35.82060,3,7
2022-10-16T14:33:34.40Z,46.3654599,-72.6756822,68.365,-0.46,-0.12,0.72,8.211,10.560,0.97,193.53494,35.82304,3,7
2022-10-16T14:33:34.60Z,46.3654589,-72.6756835,68.099,-0.64,-0.02,0.81,8.130,10.457,0.98,193.53494,35.82564,3,7
2022-10-16T14:33:34.80Z,46.3654579,-72.6756850,67.860,-0.54,-0.19,0.78,8.048,10.350,0.92,193.53494,35.82807,3,7
2022-10-16T14:33:35.00Z,46.3654581,-72.6756861,67.823,-0.51,-0.23,0.77,7.976,10.245,0.89,193.53494,35.83047,3,7
2022-10-16T14:33:35.20Z,46.3654579,-72.6756873,67.750,-0.56,-0.27,0.66,7.905,10.144,0.86,193.53494,35.83276,3,7
2022-10-16T14:33:35.40Z,46.3654579,-72.6756883,67.760,-0.55,-0.17,0.58,7.837,10.050,0.89,193.53494,35.83499,3,7
2022-10-16T14:33:35.60Z,46.3654576,-72.6756887,67.693,-0.55,0.06,0.65,7.756,9.940,0.94,193.53494,35.83736,3,7
2022-10-16T14:33:35.80Z,46.3654571,-72.6756896,67.561,-0.39,-0.04,0.60,7.680,9.843,0.89,193.53494,35.83960,3,7
2022-10-16T14:33:36.00Z,46.3654567,-72.6756910,67.397,-0.36,-0.20,0.62,7.621,9.768,0.84,193.53494,35.84172,3,7
2022-10-16T14:33:36.20Z,46.3654564,-72.6756924,67.279,-0.40,0.01,0.57,7.561,9.691,0.93,193.53494,35.84405,3,7
2022-10-16T14:33:36.40Z,46.3654569,-72.6756932,67.285,-0.19,-0.21,0.58,7.504,9.616,0.81,193.53494,35.84608,3,7
2022-10-16T14:33:36.60Z,46.3654553,-72.6756938,67.064,-0.75,0.20,0.63,7.451,9.538,1.00,193.53494,35.84858,3,7
2022-10-16T14:33:36.80Z,46.3654542,-72.6756944,66.918,-0.36,-0.18,0.56,7.394,9.457,0.84,193.53494,35.85070,3,7
2022-10-16T14:33:37.00Z,46.3654540,-72.6756964,66.774,-0.48,-0.02,0.69,7.321,9.378,0.84,193.53494,35.85282,3,7
2022-10-16T14:33:37.20Z,46.3654537,-72.6756985,66.618,-0.43,-0.11,0.63,7.252,9.303,0.83,193.53494,35.85490,3,7
2022-10-16T14:33:37.40Z,46.3654546,-72.6756995,66.719,-0.52,0.09,0.55,7.186,9.232,0.86,193.53494,35.85704,3,7
2022-10-16T14:33:37.60Z,46.3654553,-72.6757013,66.777,-0.70,-0.08,0.58,7.119,9.181,0.82,190.83398,43.56229,3,7
2022-10-16T14:33:37.80Z,46.3654558,-72.6757013,66.865,-0.24,0.09,0.59,7.053,9.121,0.80,190.83398,43.56394,3,7
2022-10-16T14:33:38.00Z,46.3654556,-72.6757010,66.836,-0.21,0.01,0.62,6.999,9.064,0.80,190.83398,43.56559,3,6
2022-10-16T14:33:38.20Z,46.3654557,-72.6757010,66.914,-0.27,-0.16,0.62,6.991,9.026,0.98,190.83398,43.56761,3,7
2022-10-16T14:33:38.40Z,46.3654558,-72.6757007,67.058,-0.53,0.00,0.60,6.989,8.990,1.46,190.83398,43.57063,3,7
2022-10-16T14:33:38.60Z,46.3654564,-72.6757005,67.189,-0.16,0.16,0.52,7.003,8.984,1.22,190.83398,43.57315,3,7
2022-10-16T14:33:38.80Z,46.3654565,-72.6757007,67.291,-0.35,-0.19,0.50,7.013,8.966,1.03,190.83398,43.57528,3,7
2022-10-16T14:33:39.00Z,46.3654571,-72.6757005,67.575,-0.40,0.13,0.46,7.001,8.931,1.38,190.83398,43.57814,3,7
2022-10-16T14:33:39.20Z,46.3654570,-72.6757005,67.752,-0.38,0.00,0.40,6.976,8.874,1.25,190.83398,43.58073,3,7
2022-10-16T14:33:39.40Z,46.3654576,-72.6757011,67.946,-0.01,-0.15,0.39,6.954,8.828,0.71,190.83398,43.58219,3,7
2022-10-16T14:33:39.60Z,46.3654573,-72.6757014,68.056,-0.18,-0.10,0.38,6.924,8.779,0.89,190.83398,43.58404,3,7
2022-10-16T14:33:39.80Z,46.3654573,-72.6757015,68.253,-0.20,-0.07,0.36,6.896,8.733,0.94,190.83398,43.58598,3,7
2022-10-16T14:33:40.00Z,46.3654572,-72.6757011,68.381,-0.20,0.12,0.31,6.869,8.691,1.14,190.83398,43.58834,3,7
2022-10-16T14:33:40.20Z,46.3654571,-72.6757010,68.551,-0.28,-0.16,0.24,6.840,8.650,0.93,190.83398,43.59026,3,7
2022-10-16T14:33:40.40Z,46.3654568,-72.6757011,68.691,-0.18,-0.13,0.26,6.813,8.617,0.85,190.83398,43.59203,3,7
2022-10-16T14:33:40.60Z,46.3654568,-72.6757006,68.881,-0.22,0.15,0.24,6.787,8.585,1.17,190.83398,43.59445,3,7
2022-10-16T14:33:40.80Z,46.3654567,-72.6756999,69.045,-0.32,0.08,0.32,6.761,8.558,1.13,190.83398,43.59678,3,7
2022-10-16T14:33:41.00Z,46.3654571,-72.6756998,69.265,-0.22,-0.37,0.31,6.725,8.533,0.69,190.83398,43.59820,3,7
2022-10-16T14:33:41.20Z,46.3654583,-72.6757002,69.529,-0.02,-0.26,0.30,6.694,8.508,0.65,190.83398,43.59955,3,7
2022-10-16T14:33:41.40Z,46.3654598,-72.6756996,69.973,-0.03,-0.09,0.10,6.659,8.465,0.65,190.83398,43.60090,3,7
2022-10-16T14:33:41.60Z,46.3654600,-72.6756991,70.214,-0.08,-0.08,0.13,6.610,8.409,0.74,190.83398,43.60243,3,7
2022-10-16T14:33:41.80Z,46.3654606,-72.6756983,70.541,-0.10,-0.03,0.10,6.559,8.325,0.81,190.83398,43.60409,3,7
2022-10-16T14:33:42.00Z,46.3654603,-72.6756969,70.845,-0.12,0.02,0.17,6.503,8.249,0.82,190.83398,43.60578,3,7
2022-10-16T14:33:42.20Z,46.3654608,-72.6756951,71.271,-0.11,0.10,0.10,6.446,8.175,0.75,190.83398,43.60733,3,7
2022-10-16T14:33:42.40Z,46.3654609,-72.6756938,71.520,-0.31,0.10,0.11,6.390,8.128,0.79,190.83398,43.60895,3,7
2022-10-16T14:33:42.60Z,46.3654607,-72.6756927,71.691,-0.22,0.05,0.26,6.337,8.092,0.79,190.83398,43.61058,3,7
2022-10-16T14:33:42.80Z,46.3654618,-72.6756914,72.030,-0.14,0.05,0.22,6.287,8.058,0.78,190.83398,43.61219,3,7
2022-10-16T14:33:43.00Z,46.3654623,-72.6756902,72.276,-0.19,0.14,0.25,6.236,8.030,0.77,190.83398,43.61378,3,7
2022-10-16T14:33:43.20Z,46.3654625,-72.6756894,72.442,-0.34,0.02,0.39,6.206,8.015,0.81,190.83398,43.61545,3,7
2022-10-16T14:33:43.40Z,46.3654636,-72.6756887,72.736,-0.20,-0.10,0.31,6.175,8.005,0.77,190.83398,43.61704,3,7
2022-10-16T14:33:43.60Z,46.3654649,-72.6756879,73.044,-0.13,-0.04,0.27,6.149,7.998,0.78,190.83398,43.61865,3,7
2022-10-16T14:33:43.80Z,46.3654654,-72.6756875,73.260,-0.18,-0.11,0.24,6.120,7.990,0.76,190.83398,43.62023,3,7
2022-10-16T14:33:44.00Z,46.3654654,-72.6756873,73.411,-0.13,0.01,0.16,6.052,7.927,0.81,190.83398,43.62191,3,8
2022-10-16T14:33:44.20Z,46.3654653,-72.6756871,73.552,0.03,-0.07,-0.02,5.978,7.857,0.71,190.83398,43.62337,3,8
2022-10-16T14:33:44.40Z,46.3654649,-72.6756871,73.583,0.00,-0.08,0.00,5.916,7.802,0.63,190.83398,43.62466,3,8
2022-10-16T14:33:44.60Z,46.3654648,-72.6756869,73.667,0.05,0.00,-0.12,5.858,7.751,0.78,190.83398,43.62626,3,8
2022-10-16T14:33:44.80Z,46.3654639,-72.6756867,73.645,-0.03,0.00,-0.18,5.803,7.701,0.69,190.83398,43.62769,3,7
2022-10-16T14:33:45.00Z,46.3654634,-72.6756867,73.668,0.03,-0.01,-0.15,5.751,7.652,0.75,190.83398,43.62925,3,7
2022-10-16T14:33:45.20Z,46.3654631,-72.6756866,73.693,0.09,0.00,-0.14,5.703,7.606,0.81,190.83398,43.63093,3,7
2022-10-16T14:33:45.40Z,46.3654633,-72.6756863,73.814,0.11,0.07,-0.21,5.656,7.562,0.76,190.83398,43.63249,3,7
2022-10-16T14:33:45.60Z,46.3654630,-72.6756862,73.874,0.12,0.00,-0.20,5.609,7.519,0.80,190.83398,43.63415,3,7
2022-10-16T14:33:45.80Z,46.3654625,-72.6756863,73.931,0.17,0.06,-0.27,5.563,7.478,0.78,190.83398,43.63575,3,7
2022-10-16T14:33:46.00Z,46.3654620,-72.6756862,73.983,0.06,0.02,-0.18,5.518,7.438,0.75,190.83398,43.63731,3,7
2022-10-16T14:33:46.20Z,46.3654619,-72.6756862,74.079,0.18,-0.02,-0.13,5.479,7.404,0.84,190.83398,43.63904,3,7
2022-10-16T14:33:46.40Z,46.3654619,-72.6756863,74.164,0.11,-0.06,-0.10,5.438,7.367,0.86,190.83398,43.64081,3,7
2022-10-16T14:33:46.60Z,46.3654616,-72.6756862,74.204,0.07,0.04,-0.16,5.398,7.331,0.75,190.83398,43.64236,3,7
2022-10-16T14:33:46.80Z,46.3654614,-72.6756861,74.237,0.08,0.02,-0.10,5.360,7.296,0.78,190.83398,43.64397,3,7
2022-10-16T14:33:47.00Z,46.3654616,-72.6756861,74.318,0.19,-0.09,-0.15,5.324,7.263,0.86,190.83398,43.64573,3,7
2022-10-16T14:33:47.20Z,46.3654619,-72.6756861,74.393,0.18,0.01,-0.14,5.290,7.236,0.82,190.83398,43.64742,3,7
2022-10-16T14:33:47.40Z,46.3654622,-72.6756858,74.487,0.10,0.08,-0.14,5.259,7.209,0.73,190.83398,43.64893,3,7
2022-10-16T14:33:47.60Z,46.3654626,-72.6756857,74.603,0.05,-0.08,-0.14,5.230,7.181,0.80,190.83398,43.65058,3,7
2022-10-16T14:33:47.80Z,46.3654625,-72.6756855,74.670,-0.05,0.04,-0.13,5.193,7.143,0.65,190.83398,43.65192,3,7
2022-10-16T14:33:48.00Z,46.3654618,-72.6756855,74.605,0.01,0.01,-0.05,5.155,7.102,0.70,190.83398,43.65336,3,7
2022-10-16T14:33:48.20Z,46.3654625,-72.6756850,74.802,0.02,0.11,-0.04,5.118,7.062,0.57,190.83398,43.65454,3,7
2022-10-16T14:33:48.40Z,46.3654622,-72.6756848,74.788,0.00,-0.01,-0.04,5.082,7.022,0.73,190.83398,43.65603,3,7
2022-10-16T14:33:48.60Z,46.3654614,-72.6756849,74.700,0.02,-0.05,0.00,5.049,6.988,0.68,190.83398,43.65744,3,7
2022-10-16T14:33:48.80Z,46.3654609,-72.6756849,74.665,0.02,0.01,0.00,5.021,6.956,0.61,190.83398,43.65870,3,7
2022-10-16T14:33:49.00Z,46.3654614,-72.6756845,74.821,0.12,0.11,-0.02,4.994,6.929,0.61,190.83398,43.65995,3,7
2022-10-16T14:33:49.20Z,46.3654622,-72.6756841,75.002,0.14,0.04,-0.02,4.966,6.898,0.73,190.83398,43.66145,3,7
2022-10-16T14:33:49.40Z,46.3654608,-72.6756839,74.823,-0.11,0.04,0.00,4.937,6.869,0.76,190.83398,43.66302,3,7
2022-10-16T14:33:49.60Z,46.3654606,-72.6756837,74.859,0.00,-0.02,0.05,4.903,6.830,0.65,190.83398,43.66437,3,8
2022-10-16T14:33:49.80Z,46.3654603,-72.6756836,74.878,-0.16,0.03,0.12,4.874,6.797,0.81,190.83398,43.66605,3,8
2022-10-16T14:33:50.00Z,46.3654605,-72.6756833,75.031,-0.21,0.06,0.02,4.845,6.766,0.81,190.83398,43.66771,3,8
2022-10-16T14:33:50.20Z,46.3654608,-72.6756830,75.158,-0.04,0.02,0.07,4.818,6.738,0.79,190.83398,43.66934,3,8
2022-10-16T14:33:50.40Z,46.3654614,-72.6756829,75.314,0.08,0.00,0.07,4.791,6.711,0.66,190.83398,43.67070,3,8
2022-10-16T14:33:50.60Z,46.3654622,-72.6756827,75.489,0.09,0.05,-0.03,4.765,6.684,0.66,190.83398,43.67207,3,8
2022-10-16T14:33:50.80Z,46.3654630,-72.6756824,75.695,-0.05,0.01,0.02,4.739,6.654,0.87,190.83398,43.67385,3,8
2022-10-16T14:33:51.00Z,46.3654638,-72.6756825,75.861,0.12,-0.07,-0.09,4.716,6.630,0.91,190.83398,43.67572,3,8
2022-10-16T14:33:51.20Z,46.3654641,-72.6756827,75.946,0.09,-0.10,-0.11,4.696,6.610,0.88,190.83398,43.67752,3,7
2022-10-16T14:33:51.40Z,46.3654648,-72.6756826,76.129,-0.04,0.04,-0.04,4.676,6.590,0.74,190.83398,43.67905,3,7
2022-10-16T14:33:51.60Z,46.3654653,-72.6756825,76.257,0.07,-0.03,-0.04,4.656,6.568,0.91,190.83398,43.68094,3,7
2022-10-16T14:33:51.80Z,46.3654653,-72.6756826,76.263,0.01,-0.03,-0.04,4.635,6.546,0.74,190.83398,43.68245,3,7
2022-10-16T14:33:52.00Z,46.3654650,-72.6756825,76.259,-0.10,0.07,0.02,4.615,6.525,0.88,190.83398,43.68426,3,7
2022-10-16T14:33:52.20Z,46.3654657,-72.6756822,76.426,-0.01,0.03,0.05,4.596,6.502,0.75,190.83398,43.68581,3,7
2022-10-16T14:33:52.40Z,46.3654662,-72.6756820,76.537,0.09,0.02,-0.05,4.575,6.479,0.73,190.83398,43.68731,3,7
2022-10-16T14:33:52.60Z,46.3654668,-72.6756818,76.664,0.09,0.03,-0.10,4.551,6.451,0.72,190.83398,43.68879,3,7
2022-10-16T14:33:52.80Z,46.3654670,-72.6756818,76.744,-0.09,-0.05,-0.08,4.525,6.420,0.61,190.83398,43.69004,3,8
2022-10-16T14:33:53.00Z,46.3654675,-72.6756818,76.884,0.03,-0.05,-0.05,4.500,6.389,0.75,190.83398,43.69159,3,8
2022-10-16T14:33:53.20Z,46.3654677,-72.6756818,76.949,-0.10,-0.03,-0.04,4.477,6.363,0.63,190.83398,43.69289,3,8
2022-10-16T14:33:53.40Z,46.3654686,-72.6756817,77.162,0.06,-0.02,-0.04,4.455,6.339,0.78,190.83398,43.69450,3,8
2022-10-16T14:33:53.60Z,46.3654691,-72.6756817,77.276,0.06,-0.02,-0.08,4.434,6.317,0.76,190.83398,43.69606,3,8
2022-10-16T14:33:53.80Z,46.3654697,-72.6756817,77.385,0.09,0.01,-0.06,4.414,6.296,0.73,190.83398,43.69757,3,8
2022-10-16T14:33:54.00Z,46.3654704,-72.6756817,77.544,0.02,-0.06,-0.05,4.393,6.276,0.68,190.83398,43.69896,3,8
2022-10-16T14:33:54.20Z,46.3654715,-72.6756818,77.763,0.04,-0.07,-0.05,4.375,6.252,0.75,190.83398,43.70052,3,8
2022-10-16T14:33:54.40Z,46.3654712,-72.6756818,77.757,-0.11,-0.01,-0.08,4.356,6.224,0.64,190.83398,43.70183,3,8
2022-10-16T14:33:54.60Z,46.3654716,-72.6756818,77.851,0.17,0.00,-0.04,4.338,6.193,0.77,190.83398,43.70341,3,8
2022-10-16T14:33:54.80Z,46.3654718,-72.6756813,77.923,-0.06,0.07,0.01,4.314,6.162,0.64,190.83398,43.70473,3,8
2022-10-16T14:33:55.00Z,46.3654715,-72.6756807,77.935,0.02,0.09,-0.10,4.288,6.113,0.56,190.83398,43.70589,3,8
2022-10-16T14:33:55.20Z,46.3654704,-72.6756802,77.758,-0.05,0.11,-0.05,4.257,6.056,0.54,190.83398,43.70701,3,8
2022-10-16T14:33:55.40Z,46.3654707,-72.6756795,77.872,-0.06,0.08,-0.04,4.224,5.998,0.57,190.83398,43.70818,3,8
2022-10-16T14:33:55.60Z,46.3654706,-72.6756792,77.891,-0.11,0.03,-0.02,4.203,5.951,0.77,190.83398,43.70975,3,8
2022-10-16T14:33:55.80Z,46.3654702,-72.6756790,77.856,-0.23,0.01,0.08,4.180,5.903,0.78,190.83398,43.71136,3,8
2022-10-16T14:33:56.00Z,46.3654703,-72.6756789,77.932,-0.21,-0.06,0.18,4.162,5.866,0.67,190.83398,43.71275,3,8
2022-10-16T14:33:56.20Z,46.3654714,-72.6756786,78.143,-0.12,0.04,0.25,4.146,5.837,0.72,190.83398,43.71422,3,8
2022-10-16T14:33:56.40Z,46.3654725,-72.6756784,78.315,0.03,-0.03,0.21,4.134,5.815,0.58,190.83398,43.71542,3,8
2022-10-16T14:33:56.60Z,46.3654729,-72.6756783,78.389,-0.08,-0.06,0.15,4.125,5.797,0.62,190.83398,43.71670,3,8
2022-10-16T14:33:56.80Z,46.3654736,-72.6756783,78.507,-0.05,-0.03,0.17,4.115,5.777,0.63,190.83398,43.71798,3,8
2022-10-16T14:33:57.00Z,46.3654739,-72.6756782,78.549,0.02,-0.01,0.11,4.106,5.759,0.59,190.83398,43.71920,3,8
2022-10-16T14:33:57.20Z,46.3654744,-72.6756781,78.611,0.02,0.01,0.09,4.097,5.742,0.60,190.83398,43.72043,3,8
2022-10-16T14:33:57.40Z,46.3654752,-72.6756780,78.759,0.00,-0.07,0.04,4.091,5.730,0.61,190.83398,43.72168,3,8
2022-10-16T14:33:57.60Z,46.3654752,-72.6756779,78.784,-0.06,0.03,0.01,4.082,5.717,0.83,190.83398,43.72339,3,8
2022-10-16T14:33:57.80Z,46.3654758,-72.6756778,78.889,0.08,-0.05,0.00,4.072,5.702,0.83,190.83398,43.72509,3,8
2022-10-16T14:33:58.00Z,46.3654759,-72.6756779,78.929,-0.03,-0.15,-0.03,4.064,5.692,0.61,190.83398,43.72636,3,8
2022-10-16T14:33:58.20Z,46.3654760,-72.6756782,78.931,0.12,-0.15,-0.05,4.057,5.682,0.81,190.83398,43.72804,3,8
2022-10-16T14:33:58.40Z,46.3654765,-72.6756784,78.969,0.11,-0.16,-0.03,4.046,5.650,0.80,190.83398,43.72968,3,8
2022-10-16T14:33:58.60Z,46.3654765,-72.6756784,78.939,0.02,0.03,-0.05,4.031,5.608,0.58,190.83398,43.73088,3,8
2022-10-16T14:33:58.80Z,46.3654768,-72.6756781,79.003,0.00,0.07,-0.07,4.015,5.567,0.54,190.83398,43.73199,3,8
2022-10-16T14:33:59.00Z,46.3654765,-72.6756771,79.036,-0.19,0.33,-0.17,3.993,5.531,0.56,190.83398,43.73314,3,8
2022-10-16T14:33:59.20Z,46.3654763,-72.6756767,78.944,0.07,0.22,0.09,3.971,5.510,0.55,190.83398,43.73427,3,8
2022-10-16T14:33:59.40Z,46.3654764,-72.6756769,78.911,-0.05,0.07,-0.16,3.966,5.510,0.56,190.83398,43.73542,3,8
2022-10-16T14:33:59.60Z,46.3654766,-72.6756777,78.831,0.26,-0.23,0.01,3.971,5.511,1.39,190.83398,43.73828,3,8
2022-10-16T14:33:59.80Z,46.3654771,-72.6756784,78.835,0.02,0.00,-0.02,3.985,5.511,1.15,190.83398,43.74065,3,8
2022-10-16T14:34:00.00Z,46.3654776,-72.6756790,78.707,0.44,-0.03,0.18,3.999,5.516,1.14,190.83398,43.74300,3,8
2022-10-16T14:34:00.20Z,46.3654794,-72.6756795,78.897,0.23,0.04,0.12,3.996,5.498,1.02,190.83398,43.74509,3,9
2022-10-16T14:34:00.40Z,46.3654800,-72.6756797,79.038,-0.06,0.01,-0.03,3.987,5.481,0.94,190.83398,43.74703,3,9
2022-10-16T14:34:00.60Z,46.3654802,-72.6756801,79.210,-0.36,-0.06,-0.10,3.983,5.463,1.14,190.83398,43.74938,3,9
2022-10-16T14:34:00.80Z,46.3654809,-72.6756799,79.394,-0.10,0.10,0.04,3.989,5.448,1.20,190.83398,43.75185,3,9
2022-10-16T14:34:01.00Z,46.3654816,-72.6756801,79.500,0.03,-0.16,0.20,3.997,5.431,0.70,190.83398,43.75330,3,9
2022-10-16T14:34:01.20Z,46.3654819,-72.6756804,79.591,-0.30,-0.08,0.24,4.010,5.436,0.99,190.83398,43.75534,3,9
2022-10-16T14:34:01.40Z,46.3654821,-72.6756805,79.597,0.04,0.03,0.16,4.017,5.446,0.86,190.83398,43.75711,3,9
2022-10-16T14:34:01.60Z,46.3654823,-72.6756798,79.558,-0.03,0.19,0.11,4.017,5.447,0.80,190.83398,43.75875,3,9
2022-10-16T14:34:01.80Z,46.3654822,-72.6756789,79.493,-0.17,0.22,0.09,4.016,5.447,0.82,190.83398,43.76044,3,9
2022-10-16T14:34:02.00Z,46.3654817,-72.6756775,79.494,-0.01,0.02,0.16,4.015,5.454,0.71,190.83398,43.76190,3,9
2022-10-16T14:34:02.20Z,46.3654812,-72.6756768,79.461,0.06,-0.02,0.21,4.011,5.465,0.67,190.83398,43.76328,3,9
2022-10-16T14:34:02.40Z,46.3654810,-72.6756767,79.475,-0.13,-0.02,0.18,4.014,5.476,0.77,190.83398,43.76486,3,9
2022-10-16T14:34:02.60Z,46.3654803,-72.6756768,79.485,-0.32,-0.23,0.03,4.018,5.485,0.81,190.83398,43.76652,3,9
2022-10-16T14:34:02.80Z,46.3654798,-72.6756768,79.492,-0.12,-0.05,0.05,4.022,5.493,0.85,190.83398,43.76826,3,9
2022-10-16T14:34:03.00Z,46.3654805,-72.6756769,79.496,0.22,-0.14,0.12,4.033,5.484,1.24,190.83398,43.77080,3,9
