millis,lat,long,h_msl,baro_alt,speed_h,speed_v,heading,accel,temp,press,num_satellites
# { "g_press": 100892.45, "g_temp": 23.27, "datetime": "2022-10-16T14:42:20Z", "fw_version": "0.4.1-gps-testing+git-7ae69c7" }
# Switched to mode: Climb
471000,463436578,-726872479,206892,141.97047,48342,-7574,21266441,,24.59,99255,13
471112,463436155,-726872905,207003,143.93568,48278,-7333,21272147,,24.59,99232,13
471168,463435947,-726873120,207148,143.93568,48154,-7006,21271734,,24.59,99232,13
471224,463435739,-726873327,207512,144.29991,48446,-6951,21247684,,24.60,99228,13
471280,463435538,-726873529,208142,144.9876,48440,-7218,21276179,,24.60,99220,13
471336,463435332,-726873739,208558,144.81091,48316,-7225,21264748,,24.60,99222,13
471392,463435119,-726873950,208791,145.44968,48509,-7143,21266496,,24.60,99215,13
471448,463434910,-726874161,209034,145.9036,48366,-7109,21258242,,24.60,99210,13
471504,463434710,-726874364,209582,146.2325,48242,-7198,21335653,,24.60,99206,13
471560,463434513,-726874559,210131,146.84407,48551,-7121,21306507,,24.60,99199,13
471616,463434313,-726874756,210630,147.09958,48189,-6811,21271319,,24.61,99196,13
471672,463434109,-726874956,210978,147.8226,48379,-6928,21255043,,24.61,99187,13
471728,463433908,-726875157,211392,147.8226,48500,-6971,21301465,,24.61,99187,13
471784,463433707,-726875360,211769,148.05635,48487,-7101,21327822,,24.61,99185,13
471840,463433505,-726875560,212145,148.52931,48438,-7339,21284068,,24.61,99179,13
471896,463433307,-726875759,212548,149.02673,48288,-7250,21286638,,24.61,99174,13
471952,463433106,-726875957,212911,149.33388,48108,-7127,21281114,,24.61,99170,13
472008,463432903,-726876157,213260,149.80956,47990,-7106,21282295,,24.61,99164,13
472064,463432699,-726876358,213625,150.30968,48192,-7101,21277072,,24.61,99159,13
472120,463432493,-726876558,213965,150.64401,48444,-7062,21254586,,24.61,99155,13
472176,463432287,-726876756,214335,151.10066,48273,-6946,21247739,,24.61,99150,13
472232,463432083,-726876954,214727,151.78835,48131,-6919,21285125,,24.61,99142,13
472288,463431877,-726877150,215126,151.78835,48433,-6834,21285902,,24.61,99142,13
472344,463431673,-726877345,215473,152.11723,48072,-6790,21303228,,24.61,99138,13
472400,463431468,-726877540,215862,152.29935,48140,-6863,21283109,,24.62,99136,13
472456,463431260,-726877736,216176,152.30751,48371,-6483,21258611,,24.62,99136,13
472512,463431055,-726877931,216491,152.31837,48191,-6509,21266468,,24.62,99136,13
472568,463430847,-726878127,216787,152.49777,48302,-6480,21283578,,24.62,99133,13
472624,463430641,-726878319,217162,155.18057,48212,-6338,21303970,,24.62,99103,13
472680,463430435,-726878513,217495,155.18057,48323,-6242,21313506,,24.62,99103,13
472736,463430229,-726878705,217816,155.18057,48391,-6159,21304040,,24.62,99103,13
472792,463430021,-726878901,218088,155.65895,48518,-6142,21289369,,24.62,99097,13
472848,463429814,-726879098,218342,155.65895,48412,-6219,21322828,,24.62,99097,13
473016,463429199,-726879675,219177,156.3548,48593,-5978,21308265,,24.62,99089,14
473072,463428998,-726879862,219511,156.52332,48657,-5995,21332371,,24.63,99087,14
473128,463428794,-726880048,219821,156.46352,48732,-5860,21311914,,24.63,99088,14
473184,463428589,-726880235,220107,156.82231,48768,-5887,21283994,,24.63,99084,14
473240,463428387,-726880424,220418,157.47467,48740,-5837,21331507,,24.63,99076,14
473296,463428188,-726880615,220689,157.78181,48488,-5421,21374376,,24.63,99073,14
473352,463427982,-726880808,220959,158.75218,48913,-5431,21352581,,24.63,99061,14
473408,463427776,-726881000,221244,158.75218,49132,-5493,21329423,,24.63,99061,14
473464,463427575,-726881191,221493,159.10826,48548,-5272,21354617,,24.63,99057,14
473520,463427376,-726881383,221719,159.49423,48208,-5206,21387004,,24.63,99053,14
473576,463427175,-726881575,221959,159.57578,48417,-5258,21393435,,24.63,99052,14
473632,463426968,-726881774,222178,159.68451,48802,-5186,21377433,,24.63,99051,13
473688,463426761,-726881970,222402,159.99165,48785,-5146,21349310,,24.63,99047,13
473744,463426555,-726882169,222593,160.14386,48649,-5068,21388361,,24.64,99045,13
473800,463426349,-726882367,222789,160.37491,48631,-4913,21415545,,24.64,99043,13
473856,463426146,-726882566,223036,160.52168,48413,-5197,21439766,,24.64,99041,13
473912,463425938,-726882764,223207,161.00279,48619,-4983,21382922,,24.64,99035,13
473968,463425735,-726882963,223358,161.00279,48341,-4803,21435929,,24.64,99035,13
474024,463425529,-726883163,223550,160.98376,48657,-4942,21434068,,24.64,99036,13
474080,463425321,-726883367,223698,161.1523,48742,-4834,21426785,,24.64,99034,13
474136,463425116,-726883571,223834,161.3779,48678,-4837,21449549,,24.64,99031,13
474192,463424909,-726883771,224027,161.76115,48713,-4897,21436447,,24.64,99027,13
474248,463424703,-726883975,224182,162.19061,48711,-4834,21454194,,24.65,99022,13
474304,463424496,-726884176,224335,162.69618,48600,-4731,21437885,,24.65,99016,13
474360,463424289,-726884379,224466,163.33223,48589,-4766,21450692,,24.65,99009,13
474416,463424079,-726884583,224601,163.98186,48950,-4666,21429445,,24.65,99001,13
474472,463423874,-726884787,224766,164.2428,48810,-4465,21472455,,24.65,98998,13
474528,463423670,-726884990,224980,164.2428,48568,-4622,21492520,,24.65,98998,13
474584,463423465,-726885195,225183,164.482,48633,-4591,21488660,,24.65,98995,13
474640,463423257,-726885399,225336,164.7511,48685,-4532,21448903,,24.65,98992,13
474696,463423049,-726885603,225519,165.1425,48845,-4538,21468114,,24.65,98988,13
474752,463422842,-726885807,225670,165.82747,48784,-4465,21482175,,24.65,98980,13
474808,463422631,-726886013,225798,166.21344,48766,-4335,21473222,,24.65,98975,13
474864,463422419,-726886220,225958,167.10771,48820,-4488,21471141,,24.65,98965,13
474920,463422207,-726886426,226115,168.14603,48846,-4574,21472466,,24.65,98953,13
474976,463421996,-726886630,226286,169.00496,48868,-4675,21457363,,24.66,98943,13
475032,463421787,-726886836,226435,168.88536,48556,-4432,21476461,,24.66,98944,13
475088,463421577,-726887040,226615,168.88536,48770,-4316,21471778,,24.66,98944,13
475144,463421371,-726887244,226851,168.51025,48665,-4726,21494025,,24.66,98949,13
475200,463421164,-726887448,227087,168.2466,48759,-4693,21499257,,24.66,98952,13
475256,463420954,-726887648,227359,167.94217,49105,-4521,21464893,,24.66,98955,13
475312,463420747,-726887852,227618,167.79268,49124,-4466,21482749,,24.66,98957,13
475368,463420540,-726888054,227865,167.65948,49160,-4207,21460371,,24.66,98959,13
475424,463420333,-726888258,228088,167.80083,49286,-4432,21450123,,24.67,98957,13
475480,463420129,-726888463,228332,168.07265,49091,-4548,21479514,,24.67,98954,13
475536,463419925,-726888667,228558,168.61356,48984,-4473,21480685,,24.67,98948,13
475592,463419722,-726888871,228793,169.76332,48935,-4546,21479806,,24.67,98934,13
475648,463419519,-726889074,228984,169.92097,49021,-4310,21480461,,24.67,98933,13
475704,463419316,-726889277,229213,170.17647,49190,-4263,21471145,,24.67,98930,13
475760,463419113,-726889479,229430,170.22269,49070,-4108,21485344,,24.67,98929,13
475816,463418912,-726889682,229686,170.24715,49133,-4336,21497140,,24.67,98929,13
475872,463418711,-726889887,229958,170.4048,49245,-4485,21493926,,24.67,98927,13
475928,463418510,-726890091,230212,170.5706,49146,-4243,21503799,,24.67,98925,13
475984,463418307,-726890294,230465,170.63312,49212,-4331,21487586,,24.67,98924,13
476040,463418106,-726890498,230721,170.92668,49245,-4370,21522875,,24.67,98921,13
476096,463417904,-726890702,230955,171.17946,49156,-4298,21519507,,24.67,98918,13
476152,463417703,-726890906,231212,172.01393,49234,-4451,21512221,,24.67,98908,13
476208,463417500,-726891112,231424,172.01393,49316,-4203,21506803,,24.67,98908,13
476264,463417298,-726891319,231628,172.46513,49271,-4126,21519655,,24.67,98903,13
476320,463417095,-726891527,231870,172.69073,49331,-4389,21537573,,24.67,98901,13
476376,463416894,-726891733,232118,173.11476,49323,-4251,21524140,,24.67,98896,13
476432,463416695,-726891940,232365,173.38658,49208,-4099,21540897,,24.68,98893,13
476488,463416495,-726892146,232604,173.77798,49325,-4197,21534550,,24.68,98888,13
476544,463416295,-726892352,232833,174.05252,49265,-4135,21537145,,24.68,98885,13
476600,463416095,-726892558,233058,174.23463,49350,-4053,21526777,,24.68,98883,13
476656,463415895,-726892764,233298,174.53635,49342,-4003,21541164,,24.68,98879,13
476712,463415692,-726892972,233531,174.59343,49386,-4212,21552634,,24.68,98879,13
476768,463415488,-726893179,233748,174.59343,49311,-4167,21547478,,24.68,98879,13
476824,463415282,-726893386,233971,174.75108,49439,-4266,21526172,,24.68,98877,13
476880,463415077,-726893594,234201,175.0691,49441,-4282,21533051,,24.68,98873,13
476936,463414871,-726893803,234409,175.34363,49580,-4136,21536897,,24.68,98870,13
476992,463414664,-726894013,234632,175.70242,49398,-4188,21541880,,24.68,98866,13
477048,463414458,-726894221,234878,175.95522,49488,-4410,21535657,,24.68,98863,13
477104,463414253,-726894429,235126,176.36021,49429,-4300,21539692,,24.68,98859,13
477160,463414047,-726894637,235383,176.5695,49533,-4303,21525317,,24.69,98856,13
477216,463413842,-726894843,235635,176.83316,49516,-4147,21527140,,24.69,98853,13
477272,463413639,-726895049,235898,178.99951,49432,-4215,21538916,,24.69,98829,13
477328,463413435,-726895255,236157,178.99951,49500,-4299,21524104,,24.69,98829,13
477384,463413232,-726895461,236454,179.2224,49586,-4565,21534859,,24.69,98826,13
477440,463413029,-726895668,236729,178.91254,49522,-4141,21539262,,24.69,98830,13
477496,463412828,-726895877,236973,178.60538,49125,-4177,21570467,,24.69,98833,13
477552,463412626,-726896087,237241,178.445,49462,-4272,21577326,,24.69,98835,13
477608,463412422,-726896295,237519,178.51569,49433,-4501,21525056,,24.69,98834,13
477664,463412216,-726896501,237783,178.45045,49643,-4484,21503697,,24.69,98835,13
477720,463412012,-726896710,238018,178.532,49653,-4275,21525569,,24.70,98834,13
477776,463411808,-726896917,238277,178.85817,49586,-4561,21522437,,24.70,98830,13
477832,463411604,-726897125,238530,179.41539,49569,-4563,21532089,,24.70,98824,13
477888,463411400,-726897332,238779,179.41539,49619,-4557,21510463,,24.70,98824,13
477944,463411195,-726897540,239068,176.72716,49793,-4563,21528596,,24.70,98854,13
478000,463410991,-726897747,239369,176.35205,49728,-4646,21533713,,24.70,98859,13
478056,463410786,-726897955,239665,177.9177,49822,-4932,21526426,,24.70,98841,13
478112,463410581,-726898160,239996,179.18977,49513,-4670,21538748,,24.70,98826,13
478168,463410377,-726898366,240315,179.83125,49530,-4467,21549135,,24.70,98819,13
478224,463410173,-726898572,240627,180.34227,49544,-4411,21545294,,24.70,98813,13
478280,463409969,-726898777,240961,180.65756,49447,-4418,21540034,,24.70,98810,13
478336,463409764,-726898983,241297,181.22295,49753,-4435,21533948,,24.71,98803,13
478392,463409560,-726899190,241608,182.13623,49882,-4454,21531329,,24.71,98793,13
478448,463409356,-726899399,241868,182.13623,49681,-4339,21546281,,24.71,98793,13
478504,463409152,-726899606,242126,182.48686,49700,-4318,21531815,,24.71,98789,13
478560,463408946,-726899814,242397,182.78043,49973,-4360,21522439,,24.71,98786,13
478616,463408743,-726900024,242659,183.2126,49929,-4256,21554789,,24.71,98781,13
478672,463408539,-726900233,242910,183.53334,49704,-4295,21544038,,24.71,98777,13
478728,463408336,-726900441,243165,183.79156,49667,-4273,21530788,,24.71,98774,13
478784,463408130,-726900651,243408,184.20744,49972,-4101,21539721,,24.71,98770,13
478840,463407927,-726900859,243639,184.55264,49733,-3885,21537582,,24.71,98766,13
478896,463407724,-726901068,243903,184.76738,49818,-4195,21538703,,24.71,98763,13
478952,463407520,-726901278,244163,185.02016,49845,-4288,21532603,,24.71,98760,13
479008,463407316,-726901487,244441,185.02016,50047,-4289,21528518,,24.71,98760,13
479064,463407113,-726901695,244714,184.91415,49794,-4198,21529547,,24.71,98761,13
479120,463406909,-726901904,244960,185.03104,49946,-4103,21528427,,24.72,98760,13
479176,463406705,-726902115,245190,185.33003,49788,-4159,21558336,,24.72,98757,13
479232,463406502,-726902324,245473,185.42516,49862,-4335,21545491,,24.72,98756,13
479288,463406298,-726902532,245743,185.63718,49863,-4152,21546057,,24.72,98753,13
479344,463406094,-726902740,246009,185.92258,49829,-4182,21538071,,24.72,98750,13
479400,463405890,-726902949,246275,186.03946,49936,-4261,21538518,,24.72,98749,13
479456,463405684,-726903159,246533,186.30583,50071,-4442,21526717,,24.72,98746,13
479512,463405479,-726903368,246772,186.83588,49985,-4111,21530674,,24.72,98740,13
479568,463405276,-726903578,247031,186.83588,49927,-4176,21557540,,24.72,98740,13
479624,463405072,-726903789,247282,187.09409,50075,-4137,21565983,,24.72,98737,13
479680,463404867,-726904001,247529,187.56976,50069,-4114,21572287,,24.72,98731,13
479736,463404663,-726904211,247771,188.00467,49848,-4092,21570720,,24.72,98726,13
479792,463404458,-726904423,248004,188.25201,50040,-4117,21571763,,24.73,98724,13
479848,463404254,-726904632,248273,188.46675,49999,-4247,21557856,,24.73,98721,13
479904,463404048,-726904843,248525,188.49664,50175,-4398,21566524,,24.73,98721,13
479960,463403844,-726905053,248780,188.62984,50061,-4363,21571400,,24.73,98719,13
480016,463403639,-726905264,249033,188.90164,50119,-4336,21562292,,24.73,98716,13
480072,463403435,-726905476,249269,189.64641,50012,-4210,21586613,,24.73,98708,13
480128,463403230,-726905687,249503,189.64641,50085,-4305,21576889,,24.73,98708,13
480184,463403026,-726905899,249760,189.93726,50060,-4487,21572619,,24.73,98704,12
480240,463402823,-726906111,250038,190.0324,50072,-4586,21578694,,24.73,98703,12
480296,463402620,-726906322,250316,189.86115,50156,-4376,21584520,,24.74,98705,12
480352,463402418,-726906534,250583,190.20634,49967,-4492,21598261,,24.74,98701,12
480408,463402216,-726906746,250851,190.36128,50030,-4594,21607723,,24.74,98700,12
480464,463402014,-726906958,251128,190.57329,49959,-4660,21596172,,24.74,98697,12
480520,463401811,-726907169,251391,190.87773,49977,-4633,21589346,,24.74,98694,12
480576,463401609,-726907383,251648,191.37785,50120,-4595,21613357,,24.74,98688,12
480632,463401405,-726907596,251926,191.99216,50226,-4772,21596007,,24.74,98681,12
480688,463401201,-726907807,252215,191.99216,50156,-4730,21582920,,24.74,98681,12
480744,463400998,-726908020,252498,192.12262,50145,-4914,21609806,,24.74,98680,12
480800,463400794,-726908233,252765,192.4651,50141,-4868,21602568,,24.74,98676,12
480856,463400590,-726908445,253046,192.87555,50111,-4948,21590535,,24.74,98671,12
480912,463400386,-726908658,253329,193.13377,50181,-5008,21599664,,24.75,98668,12
480968,463400183,-726908872,253578,193.31046,50017,-4724,21625310,,24.75,98666,12
481024,463399978,-726909086,253849,193.60944,50277,-5167,21620315,,24.75,98663,12
481080,463399775,-726909300,254117,193.79155,50140,-5056,21615527,,24.75,98661,12
481136,463399571,-726909514,254388,194.28897,50135,-4969,21616389,,24.75,98655,12
481192,463399367,-726909728,254649,195.41971,50202,-4943,21625726,,24.75,98642,12
481248,463399166,-726909945,254891,195.41971,49959,-4756,21691339,,24.75,98642,12
481304,463398963,-726910162,255140,195.69968,50051,-4709,21671104,,24.75,98639,12
481360,463398761,-726910378,255386,196.14001,49933,-4811,21673531,,24.75,98634,12
481416,463398559,-726910594,255656,196.3167,50108,-4898,21666286,,24.75,98632,12
481472,463398355,-726910809,255929,196.41183,50273,-4884,21643768,,24.75,98631,12
481528,463398152,-726911023,256202,196.54501,50151,-4869,21637679,,24.75,98630,12
481584,463397947,-726911239,256466,196.64287,50354,-4939,21635679,,24.76,98628,12
481640,463397743,-726911454,256751,196.77335,50357,-5018,21632064,,24.76,98627,12
481696,463397540,-726911668,257019,197.25172,50147,-4947,21638796,,24.76,98622,12
481752,463397335,-726911883,257295,197.86603,50426,-5074,21614034,,24.76,98615,12
481808,463397131,-726912097,257576,197.86603,50327,-5060,21637453,,24.76,98615,12
481864,463396929,-726912312,257833,198.13512,50082,-4995,21643917,,24.76,98612,12
481920,463396725,-726912525,258089,198.37431,50100,-5102,21624357,,24.76,98609,12
481976,463396521,-726912741,258388,198.94785,50427,-5135,21637442,,24.76,98602,12
482032,463396317,-726912956,258707,199.4833,50379,-5250,21641315,,24.76,98596,12
482088,463396113,-726913171,259034,200.0949,50416,-5393,21625705,,24.76,98589,12
482144,463395909,-726913386,259323,200.32593,50241,-5131,21636948,,24.76,98587,12
482200,463395705,-726913600,259598,200.77443,50169,-5127,21623629,,24.76,98582,12
482256,463395501,-726913816,259879,201.28815,50354,-5241,21634177,,24.77,98576,12
482312,463395297,-726914031,260178,201.68771,50383,-5382,21624954,,24.77,98571,12
482368,463395093,-726914245,260475,201.68771,50238,-4993,21627818,,24.77,98571,12
482424,463394887,-726914460,260769,202.05194,50441,-5105,21632288,,24.77,98567,12
482480,463394682,-726914674,261094,202.19328,50390,-5303,21617327,,24.77,98565,12
482536,463394478,-726914887,261428,202.2857,50248,-5240,21634717,,24.77,98564,12
482592,463394272,-726915102,261750,202.5412,50389,-5242,21627135,,24.77,98562,12
482648,463394067,-726915315,262061,203.01688,50310,-5129,21612188,,24.77,98556,12
482704,463393861,-726915531,262352,203.47624,50512,-5186,21611695,,24.77,98551,12
482760,463393655,-726915746,262657,203.87852,50416,-5344,21618017,,24.77,98546,12
482816,463393451,-726915960,262937,203.92473,50326,-5085,21602173,,24.78,98546,12
482872,463393246,-726916176,263253,204.30798,50398,-5278,21617682,,24.77,98541,12
482928,463393042,-726916391,263545,204.30798,50265,-5196,21620233,,24.77,98541,12
482984,463392839,-726916607,263854,204.6097,50213,-5190,21618020,,24.77,98538,12
483040,463392634,-726916822,264180,204.99023,50342,-5488,21623790,,24.78,98534,12
483096,463392429,-726917038,264505,205.18323,50417,-5340,21614384,,24.78,98532,12
483152,463392223,-726917253,264808,205.65346,50314,-5303,21602283,,24.78,98526,12
483208,463392017,-726917469,265123,205.95517,50547,-5456,21605529,,24.78,98523,12
483264,463391812,-726917684,265438,206.30853,50410,-5328,21604132,,24.78,98519,12
483320,463391607,-726917899,265736,206.439,50298,-5284,21598384,,24.78,98517,12
483376,463391402,-726918116,266025,206.60208,50396,-5289,21618010,,24.78,98515,12
483432,463391195,-726918333,266313,207.8633,50620,-5411,21600300,,24.78,98501,12
483488,463390989,-726918548,266623,207.8633,50493,-5536,21584562,,24.78,98501,12
483544,463390784,-726918764,266931,208.2982,50253,-5453,21604701,,24.78,98496,12
483600,463390580,-726918980,267257,208.42323,50202,-5490,21625863,,24.78,98495,12
483656,463390375,-726919195,267570,208.59991,50203,-5385,21606386,,24.78,98493,12
483712,463390169,-726919411,267897,208.83638,50390,-5557,21600566,,24.78,98490,12
483768,463389964,-726919627,268189,208.9288,50192,-5400,21614381,,24.79,98489,12
483824,463389757,-726919842,268500,209.4398,50399,-5505,21607904,,24.79,98483,12
483880,463389550,-726920058,268824,209.82034,50583,-5503,21597983,,24.79,98479,12
483936,463389345,-726920273,269129,210.07042,50206,-5458,21619120,,24.79,98476,12
483992,463389139,-726920488,269426,210.40474,50319,-5363,21591827,,24.79,98472,12
484048,463388932,-726920705,269759,210.40474,50442,-5522,21612824,,24.79,98472,12
484104,463388727,-726920919,270126,210.61133,50217,-5686,21622156,,24.79,98470,12
484160,463388523,-726921138,270378,211.02719,50288,-5376,21614043,,24.79,98465,12
484216,463388319,-726921357,270660,211.492,50375,-5489,21632022,,24.79,98460,12
484272,463388115,-726921577,270887,211.67412,50278,-5525,21604344,,24.80,98458,12
484328,463387908,-726921795,271152,211.73392,50571,-5631,21582796,,24.80,98457,12
484384,463387705,-726922014,271416,211.96495,50167,-5529,21625317,,24.80,98455,12
484440,463387502,-726922231,271685,212.37267,50065,-5407,21628774,,24.80,98450,12
484496,463387297,-726922447,271975,212.75865,50188,-5353,21607668,,24.80,98446,12
484552,463387092,-726922665,272273,213.44089,50284,-5533,21619488,,24.80,98438,12
484608,463386888,-726922882,272575,213.44089,50241,-5639,21632721,,24.80,98438,12
484664,463386683,-726923100,272847,214.18294,50331,-5579,21608692,,24.80,98429,12
484720,463386477,-726923317,273161,214.78908,50316,-6001,21611614,,24.80,98423,12
484776,463386273,-726923534,273463,215.19952,50109,-5960,21613611,,24.81,98418,12
484832,463386067,-726923751,273800,215.50938,50198,-6119,21610390,,24.81,98414,12
484888,463385860,-726923965,274139,215.9008,50237,-5912,21579456,,24.81,98410,12
484944,463385655,-726924182,274446,216.31667,50250,-5952,21614883,,24.81,98405,12
485000,463385449,-726924399,274762,216.68091,50152,-6100,21604450,,24.81,98401,12
485056,463385243,-726924616,275098,216.93912,50276,-6220,21610391,,24.81,98398,12
485112,463385037,-726924832,275413,217.40665,50244,-6197,21594898,,24.81,98393,12
485168,463384832,-726925048,275744,217.40665,50237,-6234,21599692,,24.81,98393,12
485224,463384628,-726925265,276071,217.84154,50026,-6194,21625528,,24.81,98388,12
485280,463384422,-726925481,276379,218.34167,50111,-5844,21602829,,24.81,98382,12
485336,463384217,-726925696,276714,218.86899,50221,-6024,21602528,,24.81,98376,12
485392,463384011,-726925913,277041,219.33652,50312,-6068,21617441,,24.81,98371,12
485448,463383807,-726926128,277364,219.69803,50048,-5947,21593228,,24.81,98367,12
485504,463383602,-726926343,277682,220.30688,50128,-5953,21605708,,24.82,98360,12
485560,463383397,-726926559,278009,220.66568,50104,-6103,21618367,,24.82,98356,12
485616,463383191,-726926773,278353,221.18483,50326,-5884,21584928,,24.82,98350,12
485672,463382985,-726926989,278652,221.60342,50340,-5862,21593443,,24.82,98345,12
485728,463382778,-726927205,278966,221.76651,50375,-5936,21606767,,24.82,98343,12
485784,463382573,-726927420,279258,222.0655,50157,-5726,21606048,,24.82,98340,12
485840,463382369,-726927635,279546,222.44061,50056,-5779,21611646,,24.82,98336,12
485896,463382163,-726927849,279864,222.80484,50120,-5708,21606946,,24.82,98332,12
485952,463381957,-726928064,280160,223.3838,50280,-5754,21594695,,24.82,98325,12
486008,463381751,-726928281,280465,223.97635,50428,-5714,21622452,,24.82,98318,12
486064,463381546,-726928496,280755,224.28622,50238,-5570,21608813,,24.82,98315,12
486120,463381340,-726928712,281051,224.52542,50285,-5518,21602810,,24.83,98312,12
486176,463381135,-726928928,281337,224.89236,50263,-5348,21624040,,24.83,98308,12
486232,463380928,-726929144,281621,225.10709,50466,-5213,21605999,,24.83,98305,12
486288,463380721,-726929358,281909,225.10709,50267,-4999,21604685,,24.83,98305,12
486344,463380515,-726929571,282190,225.1832,50257,-4957,21600453,,24.83,98305,12
486400,463380310,-726929786,282460,225.40608,50187,-4970,21608341,,24.83,98302,12
486456,463380105,-726930001,282713,225.25931,50150,-4887,21613314,,24.83,98304,12
486512,463379899,-726930215,282992,225.44685,50213,-5110,21600298,,24.83,98302,12
486568,463379694,-726930431,283262,225.81108,50262,-5166,21608629,,24.83,98297,12
486624,463379489,-726930648,283507,225.94427,50216,-4949,21627310,,24.83,98296,12
486680,463379283,-726930863,283780,226.05301,50266,-5117,21622506,,24.83,98295,12
486736,463379076,-726931081,284043,226.03398,50546,-5104,21628128,,24.84,98295,12
486792,463378870,-726931298,284316,226.41995,50411,-5176,21630526,,24.84,98291,12
486848,463378665,-726931515,284574,226.41995,50205,-4989,21646298,,24.84,98291,12
486904,463378461,-726931731,284832,226.95541,50064,-4958,21641696,,24.84,98285,12
486960,463378256,-726931949,285093,227.268,50328,-5013,21648842,,24.84,98281,12
487016,463378053,-726932166,285384,227.83066,50196,-5126,21666448,,24.84,98275,12
487072,463377850,-726932384,285666,227.87143,50117,-5249,21668032,,24.84,98274,12
487128,463377646,-726932602,285939,227.97743,50131,-5205,21681167,,24.84,98273,12
487184,463377442,-726932822,286240,228.15955,50331,-5550,21680719,,24.84,98271,12
487240,463377239,-726933040,286533,228.3471,50091,-5277,21673681,,24.84,98269,12
487296,463377037,-726933258,286821,228.53194,50034,-5129,21695353,,24.84,98267,12
487352,463376834,-726933478,287111,229.41533,50265,-5211,21706471,,24.84,98257,12
487408,463376630,-726933697,287404,229.41533,50335,-5222,21670334,,24.84,98257,12
487464,463376427,-726933916,287693,229.3664,50219,-5348,21686235,,24.84,98257,12
487520,463376225,-726934137,287993,229.40173,50166,-5389,21723282,,24.85,98257,12
487576,463376021,-726934357,288311,229.94536,50402,-5456,21699925,,24.85,98251,12
487632,463375819,-726934576,288638,230.13019,50134,-5474,21707170,,24.85,98248,12
487688,463375619,-726934794,288956,230.12476,49980,-5346,21709355,,24.85,98249,12
487744,463375417,-726935012,289275,230.22533,50073,-5231,21696953,,24.85,98247,12
487800,463375216,-726935233,289585,230.35036,50223,-5633,21723188,,24.85,98246,12
487856,463375013,-726935454,289892,230.57596,50262,-5573,21707618,,24.85,98243,12
487912,463374812,-726935678,290182,231.44305,50236,-5687,21747919,,24.85,98234,12
487968,463374613,-726935899,290499,231.44305,50060,-5694,21753146,,24.85,98234,12
488024,463374412,-726936121,290827,231.94318,50183,-5675,21733279,,24.86,98228,12
488080,463374211,-726936343,291154,232.50854,50301,-5701,21738812,,24.86,98222,12
488136,463374010,-726936566,291454,232.87006,50256,-5641,21739670,,24.86,98217,12
488192,463373810,-726936790,291756,233.50339,50180,-5686,21757967,,24.86,98210,12
488248,463373610,-726937011,292050,234.2101,50033,-5445,21738630,,24.86,98202,12
488304,463373410,-726937236,292352,234.68849,50222,-5747,21782427,,24.86,98197,12
488360,463373209,-726937462,292641,235.01195,50357,-5656,21781694,,24.86,98193,12
488416,463373009,-726937685,292938,235.39249,50182,-5598,21766725,,24.86,98189,12
488472,463372809,-726937909,293247,236.3982,50134,-5635,21769435,,24.86,98177,12
488528,463372609,-726938132,293572,236.3982,50233,-5751,21762502,,24.86,98177,12
488584,463372408,-726938357,293864,237.12936,50372,-5715,21754075,,24.86,98169,12
488640,463372207,-726938580,294164,237.30876,50298,-5687,21743986,,24.86,98167,12
488696,463372007,-726938803,294483,237.59961,50205,-5663,21774921,,24.86,98164,12
488752,463371808,-726939026,294773,237.87958,49998,-5571,21773900,,24.86,98161,12
488808,463371607,-726939247,295074,238.24109,50120,-5545,21746912,,24.87,98156,12
488864,463371407,-726939467,295401,238.46669,50003,-5791,21749237,,24.87,98154,12
488920,463371208,-726939691,295680,238.9179,49977,-5789,21748999,,24.87,98149,12
488976,463371007,-726939918,295963,239.23048,50323,-5842,21765987,,24.87,98145,12
489032,463370807,-726940145,296253,239.98611,50343,-5727,21785604,,24.87,98137,12
489088,463370607,-726940370,296567,239.98611,50294,-5947,21771632,,24.87,98137,12
489144,463370408,-726940594,296855,240.45636,50012,-5596,21779350,,24.87,98131,12
489200,463370209,-726940816,297137,240.78796,50025,-5393,21758566,,24.88,98128,12
489256,463370007,-726941038,297419,241.38867,50313,-5320,21736257,,24.87,98121,12
489312,463369806,-726941260,297734,241.76921,50318,-5534,21755059,,24.88,98116,12
489368,463369607,-726941484,298019,242.13344,50121,-5310,21779498,,24.88,98112,12
489424,463369407,-726941705,298313,242.2775,50128,-5330,21761220,,24.88,98111,12
489480,463369208,-726941924,298615,242.73415,49948,-5231,21770021,,24.88,98106,12
489536,463369008,-726942144,298891,243.22885,49878,-5093,21728132,,24.88,98100,12
489592,463368808,-726942365,299178,244.28891,50102,-5196,21745243,,24.88,98088,12
489648,463368607,-726942587,299480,244.28891,50311,-5406,21755334,,24.88,98088,12
489704,463368407,-726942808,299751,244.56073,50023,-5207,21729004,,24.88,98085,12
489760,463368206,-726943029,300019,244.66402,50084,-5095,21730948,,24.88,98084,13
489816,463368005,-726943249,300313,244.76187,50165,-5385,21751318,,24.88,98083,13
489872,463367803,-726943469,300603,244.77274,50262,-5271,21748105,,24.88,98082,13
489928,463367602,-726943689,300882,244.90593,50106,-5172,21728701,,24.88,98081,13
489984,463367401,-726943908,301186,245.07173,50125,-5296,21756773,,24.88,98079,13
490040,463367201,-726944130,301453,245.08261,49957,-5078,21765745,,24.88,98079,13
